rn,D04,R04,D08,R08,D12,R12,D16,R16
255,1447,1615,1748,1317,1848,1314,1449,1500
256,1105,1134,1331,881,1270,898,1018,1094
257,1073,1081,1187,880,1354,1027,886,1119
258,1035,988,1189,801,1217,885,967,924
259,758,1370,864,1127,979,1304,692,1409
260,1217,1634,1299,1327,1061,1240,738,1351
261,1308,2160,1490,1870,1226,1806,962,2050
262,527,1327,605,1154,580,1347,418,1372
263,519,1477,618,1405,514,1531,418,1525
264,495,1050,579,900,634,1295,431,1362
265,349,685,423,604,493,933,370,960
266,889,1266,1006,1033,932,979,646,1104
267,903,1483,996,1200,968,1487,720,1345
268,907,1571,1129,1413,774,1204,754,1218
269,633,763,800,633,555,536,481,504
270,1348,1233,1558,1036,1699,1363,1676,1262
271,711,708,837,568,684,550,513,477
272,680,723,826,653,828,805,792,963
273,677,796,862,603,767,700,536,869
274,1209,1288,1467,1002,1206,1049,1034,1078
275,1899,1899,2284,1437,2263,1631,1954,1733
276,556,696,665,536,659,709,533,769
277,654,804,843,644,696,778,495,925
278,1146,418,1126,361,1136,369,830,499
279,1143,582,1174,548,986,413,773,541
280,1119,536,1078,444,1807,775,1432,909
281,3203,1548,2990,1385,1736,823,1354,938
282,1029,428,964,417,860,382,723,483
283,773,344,769,335,966,469,808,573
284,1265,535,1142,504,1196,508,834,672
285,1122,428,1070,410,709,297,503,442
286,376,122,325,101,344,138,254,166
287,2445,1680,2360,1614,2372,1727,1801,2064
288,1722,919,1687,854,1584,870,1195,1166
289,1050,793,1002,757,1073,832,785,1098
290,911,791,872,673,803,734,566,938
291,1045,1088,1002,991,903,1120,613,1341
292,1393,1477,1563,1278,1670,1728,1290,2022
293,730,851,813,791,686,799,522,936
294,2341,2177,2584,2003,1913,1597,1875,1919
295,787,798,798,655,627,715,449,846
296,1528,1244,1679,1052,1852,1410,1269,1284
297,2740,1970,3184,1692,2401,1668,2139,1635
298,983,987,1041,807,920,904,633,1143
299,1031,1221,1133,1032,1157,1213,887,1328
300,391,444,472,409,254,245,227,276
301,759,880,843,796,816,950,759,968
302,2159,1959,2413,1749,2641,2314,2425,2519
303,1792,1298,1842,1092,1765,1158,1492,1227
304,1739,1672,1919,1440,1411,1227,1221,1207
305,1547,896,1600,714,1903,1036,1605,1036
306,1311,983,1380,751,1655,934,1489,937
307,1499,1595,1714,1288,1712,1456,1625,1237
308,1440,1502,1666,1313,1329,1213,1185,1149
309,1732,1691,2137,1549,2184,2024,2075,1863
310,1345,1261,1505,1063,1369,1159,1594,1241
311,1937,843,2040,696,692,251,704,308
312,2599,1629,2735,1269,3053,1629,2412,1355
313,510,511,678,468,1155,1048,1039,1053
314,2417,1633,2630,1343,2332,1418,2085,1510
315,1372,1303,1444,1137,960,911,811,988
316,1068,1175,1184,1092,1091,1292,945,1359
317,2902,1580,3237,1315,2698,1279,2480,1084
318,489,944,589,830,503,895,379,955
319,464,627,475,556,409,600,252,783
320,1314,2135,1658,1872,852,1203,784,1128
321,555,599,596,415,955,769,689,862
322,953,1111,1135,853,1287,1146,919,1217
323,1136,1501,1413,1106,1022,855,774,889
324,439,530,507,353,1217,1001,939,1022
325,1084,1815,1485,1463,672,1137,519,1194
326,1110,1403,1246,1047,1357,1208,974,1294
327,1309,1791,1485,1446,1833,1874,1425,1775
328,801,1373,1044,1333,1607,1787,1397,1764
329,1340,2482,1701,2040,1175,2069,1030,1913
330,964,1424,1326,1368,1687,1727,1258,1978
331,503,1276,625,1071,646,1231,464,1326
332,614,1009,683,797,1112,1297,901,1374
333,1553,1877,1809,1589,1268,1240,1016,1206
334,538,1356,635,1165,624,1213,383,1326
335,310,891,401,752,350,676,256,693
336,565,1452,712,1248,649,1401,434,1448
337,1003,2212,1267,2036,1022,2137,937,2067
338,915,2025,1157,1704,850,1738,681,1755
339,1084,2412,1278,2163,1041,2474,751,2518
340,233,295,264,194,222,204,114,302
341,451,443,609,445,514,496,337,570
342,524,572,621,483,599,543,402,706
343,1182,1203,1092,766,1005,839,654,1080
344,197,217,237,139,413,352,264,462
345,1295,1129,1417,779,1277,718,881,980
346,987,1189,1147,816,1092,874,721,1094
347,655,585,724,413,651,501,474,729
348,790,779,823,587,705,692,498,915
349,268,397,310,298,335,356,226,386
350,1199,1439,1438,953,1260,1128,905,1269
351,645,629,678,470,666,564,455,700
352,1085,943,1268,767,1267,917,1168,1059
353,2647,2371,3371,1859,2853,1865,2282,2089
354,896,788,940,648,697,686,642,866
355,1823,1415,1973,1151,1907,1398,1283,1529
356,2201,1437,2671,1183,3057,1667,2624,1786
357,1615,1058,1901,899,2114,1221,1868,1277
358,958,882,1094,716,810,613,618,692
359,1006,1001,1179,799,1549,1208,1259,1267
360,772,613,931,543,971,642,811,706
361,1575,1648,1844,1167,1282,1024,1045,1141
362,503,638,648,483,591,583,430,710
363,1318,1330,1563,1007,1440,1130,1025,1343
364,866,1342,936,1160,887,1275,769,1635
365,563,829,612,658,577,697,287,537
366,651,828,692,712,854,1069,442,985
367,837,1584,887,1352,665,1085,696,1554
368,475,975,547,812,340,521,357,912
369,431,1261,557,1000,678,1470,306,981
370,762,457,780,347,730,349,592,382
371,1080,839,1161,559,1240,670,909,843
372,1133,1062,1349,727,1333,773,949,948
373,1716,1456,1969,1080,2034,1143,1792,1185
374,1479,899,1635,665,1617,778,1384,867
375,823,645,1147,502,1300,675,1115,748
376,969,695,785,497,835,636,568,799
377,337,274,353,232,296,298,209,322
378,732,1092,848,902,715,1043,569,1127
379,284,242,316,199,290,216,224,291
380,878,874,932,716,939,840,641,966
381,808,757,857,655,797,747,566,960
382,735,577,785,453,927,626,659,825
383,2304,1787,2414,1425,2099,1367,1597,1689
384,490,795,581,698,513,840,411,822
385,1479,2739,1739,2307,1688,2509,1236,2391
386,903,1585,1127,1434,1052,1534,759,1539
387,438,642,549,548,501,630,413,644
388,1786,1980,2251,1789,2080,1696,1848,1657
389,278,336,315,277,647,633,575,561
390,966,956,1046,798,1033,863,894,829
391,770,1131,987,1117,1130,1507,925,1610
392,742,1343,754,1260,717,1420,598,1405
393,365,696,432,624,465,732,340,754
394,1079,1166,1278,974,1158,947,904,995
395,1255,1453,1501,1199,1141,1140,905,1221
396,452,503,494,437,502,569,394,595
397,467,627,552,558,355,427,276,442
398,1128,1162,1338,1015,1134,896,944,836
399,1222,1086,1359,939,1336,1145,1167,1170
400,759,678,1266,813,1319,1065,1096,997
401,708,1257,782,1163,611,1071,498,1068
403,563,1391,758,1382,747,1886,642,1822
404,497,826,585,733,472,578,309,770
405,882,1147,949,924,921,855,576,1180
406,652,850,707,712,1037,1119,672,1461
407,630,658,635,531,516,458,342,665
408,1279,1358,1354,1021,1301,923,904,1157
409,989,995,1027,733,1135,904,709,1123
410,805,639,929,494,732,491,472,665
411,1097,905,1521,888,1258,1115,1028,907
412,817,498,1119,516,711,297,580,320
413,1964,1185,1996,1023,1761,917,1355,1011
414,2504,1656,2810,1322,3667,1957,3025,1908
415,789,865,878,825,1030,955,730,927
416,1155,1071,1296,942,1261,992,1042,1164
417,755,232,761,193,1054,614,876,676
418,697,239,756,189,1099,307,826,329
419,1461,648,1439,476,668,159,431,198
420,711,339,744,359,1276,563,1136,545
421,943,266,988,192,842,143,552,152
422,907,617,867,467,1842,659,1297,682
423,866,580,951,492,919,373,682,422
424,1695,1343,1871,1181,1681,1100,1346,1112
425,1332,1037,1532,752,2263,1390,1759,1408
426,1266,483,1337,360,536,92,385,113
427,822,576,911,408,1190,518,840,501
428,772,412,853,346,723,290,609,281
429,864,678,906,570,630,428,552,414
430,1506,1751,1869,1713,1649,1768,1391,1868
431,1747,1219,2091,1204,1743,1090,1309,1210
432,1648,1195,1709,964,980,665,768,662
433,801,757,836,673,1478,1051,1187,1023
434,1842,1639,1873,1377,1580,1449,1394,1407
435,656,631,732,523,1025,1003,919,974
436,2799,2929,3563,2751,2940,2864,2655,2598
437,878,1080,1144,1155,941,1009,822,1067
438,798,1434,886,1282,887,1432,701,1362
439,224,444,270,408,278,511,231,525
440,719,1043,851,926,834,1064,612,1203
441,851,1326,1151,1225,1126,1512,745,1506
442,1253,1912,1606,1723,1506,1946,1321,2453
443,618,929,803,901,797,1152,627,1231
444,1392,2197,1958,2017,1740,2205,1304,2414
445,987,1574,1275,1424,1229,1634,930,1762
446,1324,1197,1427,940,1409,1096,1078,1183
447,322,323,356,243,240,247,142,316
448,1571,2388,2022,1901,1701,2452,1176,2789
449,1762,1830,1895,1464,1624,1710,1102,2060
450,780,809,843,696,536,343,427,359
451,1774,971,1959,728,878,293,613,318
452,303,261,346,197,271,175,209,191
453,2498,1268,2692,1049,2247,1022,2001,1079
454,1302,938,1658,729,2086,1154,2199,1323
455,1204,806,1319,637,1401,665,1350,579
456,1378,1084,1451,869,1533,923,1471,876
457,3003,1576,3221,1234,1617,781,1459,668
458,883,493,987,419,658,216,514,265
459,0,0,0,0,1441,559,1158,605
460,1097,739,1184,578,1250,632,1086,597
461,1129,909,1182,660,2137,1267,1802,1184
462,1234,1061,1366,820,751,578,730,520
463,320,422,539,415,522,435,363,536
464,1900,2279,2406,1988,1898,1715,1656,1902
465,774,931,1120,963,912,839,756,991
466,1282,1483,1869,1409,2516,2148,2094,2389
467,891,1054,1092,936,1327,1201,1201,1348
468,2023,1606,2322,1254,2258,1457,1771,1523
469,460,602,553,541,615,634,568,692
470,3536,3983,4584,3477,3942,3643,3659,3438
471,2002,1742,2212,1513,2645,2190,2416,2183
472,501,582,582,533,942,973,790,992
473,2289,2040,2631,1739,2098,1626,1899,1574
474,441,513,561,425,602,586,508,598
475,958,665,1009,529,995,573,755,639
476,982,918,1057,687,996,753,756,888
477,420,506,531,386,451,403,343,467
478,1107,753,1122,571,1116,637,739,831
479,808,942,894,703,818,808,585,958
480,639,833,659,714,619,811,442,930
481,487,667,535,577,454,672,306,737
482,519,1090,654,862,608,976,401,1051
483,659,733,659,633,564,679,374,806
484,1017,1224,1133,950,948,1134,745,1179
485,1422,1877,1565,1467,1426,1672,1009,1891
486,496,558,584,484,522,572,416,648
487,1668,1750,1766,1361,1489,1314,1068,1498
488,251,235,280,202,278,252,164,359
489,314,358,369,300,225,259,171,316
490,400,389,476,336,434,452,269,514
491,558,679,673,598,481,610,328,708
492,314,410,356,342,284,360,208,399
493,1054,1083,1248,861,988,1045,735,1204
494,1386,1452,1539,1139,1970,1691,1394,1804
495,1043,1110,1133,896,708,725,491,756
496,1035,996,1107,847,994,882,703,890
497,1436,1777,1584,1570,1405,1267,1172,1758
498,1372,1925,1561,1736,1373,1590,1120,1912
499,780,575,833,455,836,722,676,583
500,2033,1772,2136,1354,2208,1905,1466,1772
501,695,918,756,741,712,796,482,750
502,555,576,625,518,592,573,401,591
503,1709,1389,1833,1136,1664,1435,1150,1332
504,564,507,598,390,909,752,646,875
505,1253,1204,1290,984,1171,949,905,1226
506,1110,952,1208,731,835,621,489,626
507,872,564,954,394,840,623,482,593
508,1021,1219,1093,1035,762,932,512,1066
509,1298,1674,1455,1415,1244,1493,837,1682
510,917,1296,1024,994,909,1427,608,1550
511,1084,1716,1163,1439,1053,1592,714,1783
512,633,1115,739,992,712,1191,518,1222
513,708,996,777,853,492,716,372,779
514,1247,1481,1399,1308,1400,1819,1049,1894
515,676,402,741,316,696,374,493,330
516,1122,1058,1302,817,1543,952,1198,927
517,1092,1452,1214,1183,1136,1460,1068,1316
518,1659,1623,1866,1425,1755,1624,1444,1565
519,1497,1206,1623,901,1575,1167,1182,1115
520,1397,1602,1615,1304,1607,1813,1361,1645
521,836,737,876,541,472,293,310,310
522,864,759,983,586,1072,953,926,887
523,1519,1566,1707,1200,1785,1432,1526,1336
524,947,1081,1045,903,982,1020,793,1017
525,1917,2325,2235,1869,2285,2403,1887,2420
526,830,1135,912,1024,854,1280,688,1372
527,1493,2076,2142,1825,2198,2381,1878,2648
528,1185,1490,1390,1211,1189,1258,1014,1319
529,1230,1492,1747,1478,1322,1560,1077,1841
530,1552,1815,1748,1574,1587,1971,1238,2254
531,693,1037,815,933,757,1050,698,1039
532,1079,1820,1429,1691,703,1318,916,1747
533,766,893,852,824,764,1003,624,1110
534,841,1145,983,1006,838,1218,632,1356
535,1164,867,1166,752,956,1017,695,1259
536,758,935,852,773,911,1158,754,1291
537,1343,1608,1629,1327,1113,1508,846,1667
538,779,1330,1030,1040,810,1397,630,1559
539,1094,1480,1339,1142,928,1283,695,1478
540,841,1194,1005,870,719,1158,496,1300
541,1072,1430,1287,1150,990,1507,690,1712
542,1191,1377,1246,1183,1088,1418,700,1677
543,556,1050,560,996,474,884,341,729
544,834,1017,913,835,719,848,474,1078
545,672,753,812,679,506,543,367,732
546,412,505,489,413,727,759,420,998
547,452,555,507,457,453,533,303,729
548,861,1391,969,1135,810,1269,493,1533
549,408,599,490,438,502,634,301,846
550,1198,1407,1401,1175,1129,1151,794,1432
551,1076,1144,1160,904,1005,935,648,1248
552,1892,1489,1934,1137,1632,1221,1048,1553
553,736,653,818,458,989,686,618,881
554,445,615,513,490,472,504,334,630
555,948,1240,924,899,1002,1028,755,1159
556,488,537,570,446,583,556,396,665
557,766,866,833,699,757,665,501,785
558,856,1008,962,833,1067,1018,711,1247
559,630,119,500,64,364,72,414,130
560,579,83,519,47,656,74,379,71
561,2338,1300,2615,1001,3080,718,2625,637
562,1690,632,1974,361,789,125,633,110
563,805,374,1015,315,1309,545,1155,500
564,1453,866,1824,613,3047,1027,2749,839
565,254,565,348,594,1815,1565,1668,1337
566,473,206,661,199,0,0,0,0
567,905,898,1017,709,0,0,0,0
568,2077,1057,2329,772,1651,472,1360,353
569,685,405,891,342,981,314,807,260
570,1250,652,1403,438,1415,401,1243,319
571,1730,496,1862,283,2299,326,1774,299
572,767,245,853,144,1947,317,1648,267
573,816,577,981,424,2229,443,1831,365
574,1760,506,1939,337,1982,335,1629,262
575,1848,769,1986,559,1752,256,1331,223
576,2156,671,2474,470,2719,583,1948,291
577,801,147,834,89,1305,105,987,111
578,1637,195,1708,121,565,6,390,16
579,1290,297,1456,166,1711,160,1258,129
580,1706,528,1855,343,714,66,514,59
581,1218,331,1382,168,1496,189,1197,145
582,1587,389,1919,196,1757,135,1233,117
583,531,118,631,78,1356,196,1097,135
584,1180,202,1330,114,1437,71,1046,62
585,590,148,739,81,1308,142,1213,96
586,1408,209,1684,110,1665,94,1314,78
587,609,91,676,51,500,33,707,169
588,1329,530,1360,396,1109,205,829,166
589,2279,112,2348,35,2591,26,2058,53
590,450,42,495,18,615,10,437,12
591,616,54,660,20,712,22,540,17
592,1352,117,1511,50,1617,51,1223,31
593,566,85,656,40,675,31,516,18
594,1317,163,1393,76,1868,79,1376,73
595,772,126,690,50,583,36,443,21
596,1783,502,2006,297,1900,201,1581,135
597,1499,238,1755,134,1947,138,1588,109
598,1582,421,1783,222,2017,202,1690,150
599,1627,535,1892,361,2364,388,1932,284
600,1562,1219,1937,913,2649,1233,2454,902
601,1430,287,1578,154,702,69,557,63
602,800,131,923,58,1340,59,1073,59
603,1498,233,1572,146,1840,126,1551,102
604,1009,115,1114,41,801,26,671,25
605,2121,142,2151,62,2489,65,1970,60
606,668,31,744,14,1912,59,1427,56
607,1758,102,1862,42,2058,42,1511,49
608,2455,111,2614,33,2905,33,2151,47
609,1409,68,1469,27,1547,33,1191,28
610,544,118,629,65,635,86,473,56
611,1696,86,1691,21,905,11,610,16
612,847,32,929,13,1828,19,1364,20
613,1732,54,1662,11,1887,17,1338,20
614,1995,139,2082,40,1478,24,1138,26
615,1240,304,1255,252,2424,297,1871,232
616,1960,431,2176,246,2098,207,1757,158
617,1037,308,1140,176,1288,166,1114,112
618,966,693,1163,502,1869,826,1740,601
619,547,447,577,328,471,314,442,187
620,1190,1262,1305,1051,997,766,885,587
621,657,860,729,780,706,696,685,501
622,973,1401,1117,1202,517,441,574,300
623,1186,1196,1357,945,876,623,890,489
624,1124,781,1329,590,1381,611,1332,406
625,2123,575,2289,356,2450,306,1883,228
626,738,66,766,34,252,5,204,6
627,1076,98,1202,39,1394,44,1042,32
628,1400,86,799,22,1650,54,1170,50
629,1277,25,1228,13,1343,6,898,13
630,1130,22,1053,15,924,7,527,6
631,1766,41,1738,12,1687,10,1145,11
632,1461,25,1474,11,1759,9,1198,23
633,1660,35,1765,15,1701,7,1255,15
634,677,11,613,1,715,1,438,10
635,1410,60,1471,15,1737,13,1176,25
636,927,49,933,19,958,19,717,29
637,518,117,559,103,1005,63,804,54
638,1900,368,2089,248,1767,278,1655,184
639,1180,493,1269,367,997,340,904,245
640,1976,1318,2173,1005,1677,820,1606,577
641,1855,890,1871,785,1740,838,1839,537
642,689,306,742,224,655,190,680,132
643,2206,828,2407,602,2441,766,2223,461
644,1323,598,1332,485,1138,449,1052,337
645,830,126,1024,164,588,138,566,85
646,1989,297,2173,215,1850,179,1582,126
647,502,33,523,18,2043,103,1570,101
648,1105,24,1050,3,843,5,531,8
649,0,0,0,0,392,2,244,2
650,510,15,523,1,319,2,242,1
651,851,19,938,5,1345,6,859,14
653,990,28,1494,23,1263,10,797,18
654,1427,70,1407,27,1604,23,1119,28
655,586,55,616,18,552,28,436,18
656,590,66,654,37,1127,38,828,42
657,838,345,975,266,989,246,860,184
658,2242,1473,2413,1168,2440,1237,2400,836
660,656,45,632,18,720,13,443,24
661,428,48,443,15,495,9,374,11
662,650,31,709,21,858,17,569,20
663,875,22,880,9,1075,5,734,10
664,1696,458,1881,418,1349,517,1330,324
666,1251,381,1324,280,1274,350,1183,240
667,1045,400,1113,365,2147,941,2115,596
668,1628,773,1740,580,1064,546,2296,780
669,905,296,941,277,1013,366,919,245
670,607,396,648,360,1271,579,0,0
672,620,89,659,51,710,51,470,32
673,1118,258,1229,194,518,28,330,29
674,589,344,657,246,1445,416,1249,327
675,868,586,915,530,929,538,904,353
676,435,342,431,302,471,298,377,264
677,368,437,367,399,383,412,354,287
678,692,1026,770,849,1038,1170,1022,930
679,900,836,957,687,1034,701,855,615
680,689,426,742,344,629,356,502,306
681,319,146,340,107,378,87,297,87
682,1034,126,1119,79,441,30,290,24
683,842,84,692,49,1031,71,704,65
684,610,77,607,48,707,31,534,24
685,412,60,439,28,567,37,419,35
686,725,12,769,23,1465,71,1195,115
687,912,515,957,521,0,0,0,0
688,1248,878,1509,751,1346,829,1311,457
689,448,254,487,174,0,0,0,0
690,1573,1153,1658,878,1425,987,1298,552
691,399,109,537,94,604,99,465,51
692,0,0,0,0,987,83,718,61
693,584,157,519,80,574,56,513,83
694,307,79,350,51,717,71,592,54
695,781,258,800,149,714,156,646,121
696,737,296,737,182,1197,171,902,197
697,229,168,227,122,253,141,233,92
698,217,99,253,57,0,0,0,0
699,619,183,645,100,846,103,727,114
700,1313,357,1357,218,1818,167,1381,168
701,367,133,381,63,559,57,434,53
702,335,113,380,66,453,56,354,61
703,363,157,386,84,554,59,430,64
704,437,110,428,82,685,64,567,64
705,550,209,628,125,0,0,0,0
706,915,369,1004,269,1937,384,1724,341
707,1020,493,1031,300,1201,253,1047,243
708,244,142,249,91,418,110,349,92
709,1197,562,1109,345,0,0,0,0
710,0,0,0,0,426,87,415,80
711,774,336,837,197,839,114,660,113
712,271,81,320,62,581,80,440,88
713,737,354,826,253,1301,340,1206,254
714,588,220,732,214,755,213,646,168
715,1265,664,1354,556,1375,522,1323,389
716,1176,642,1277,503,1133,399,1108,308
717,1239,606,1315,493,1403,503,1389,379
718,397,230,414,186,422,180,423,141
719,418,291,403,217,900,523,812,437
720,570,242,630,164,540,107,429,106
721,374,139,394,98,591,113,482,115
722,486,169,516,133,1181,258,1089,248
723,548,358,496,286,230,140,241,96
724,1257,1140,1298,926,1275,877,1175,759
725,933,766,1005,657,1034,641,1006,475
726,599,626,606,536,678,512,634,438
727,1552,1492,1474,1281,1096,920,921,818
728,764,798,751,698,740,668,679,599
729,1106,1350,1075,1194,1188,1160,976,1039
730,1062,1108,1003,973,930,801,780,706
731,1306,1511,1414,1257,1482,1251,1221,1101
732,1267,1071,1299,1003,1501,1216,1279,1084
733,810,885,801,745,387,368,356,328
734,986,577,1001,459,843,385,721,319
735,763,415,734,308,948,296,828,291
736,423,323,396,255,466,259,428,210
737,528,407,494,329,675,406,642,361
738,1119,764,1093,555,1283,502,1178,476
739,434,217,378,169,413,168,377,130
740,1461,1056,1614,832,1427,708,1375,587
741,1358,1100,1413,929,1519,936,1378,803
742,1122,600,1147,532,1629,812,1371,486
743,914,821,893,731,1114,784,966,731
745,987,878,910,712,485,390,459,336
746,486,414,530,361,542,336,475,327
747,1069,773,1068,642,1041,559,947,499
748,537,258,566,195,581,203,480,176
749,1150,1274,1131,1163,1473,1278,1294,1130
750,866,721,867,581,652,373,573,338
751,835,819,855,729,919,707,778,657
752,2507,2410,2512,2142,2257,1725,1884,1610
753,1950,1510,2110,1330,1900,1553,2231,1052
754,1014,1051,1107,989,1071,949,1217,688
755,1092,845,1156,752,1535,1229,1237,579
756,395,591,419,539,419,576,498,421
757,1587,1442,1909,1257,2322,1308,2142,1067
758,1689,1539,2112,1155,2333,1313,2266,971
759,1578,1245,1718,1090,1597,1052,1882,932
760,1282,899,1335,777,1489,831,1465,628
761,627,392,711,335,438,269,478,169
762,1874,2122,2148,1865,1808,1590,2453,1319
763,1221,1094,1382,996,1021,971,1537,716
764,1672,1354,1813,1161,1854,1531,1866,710
765,495,268,1060,374,1004,378,1107,239
766,1791,1046,2882,1141,3074,1591,2999,770
767,559,273,1191,405,1068,403,1181,254
768,763,442,1855,702,2053,774,1843,404
769,1003,1162,1182,945,555,660,526,522
770,576,720,646,634,602,637,644,427
771,1031,1328,1164,1158,1186,1185,1220,816
772,841,1146,956,1009,1142,1422,1168,1107
773,1081,1381,1255,1195,1353,1657,1601,1103
774,683,864,773,747,722,749,824,479
775,341,361,366,287,378,280,422,209
776,1515,1353,1677,1059,1718,1102,1727,672
777,2018,1847,2243,1517,1456,1050,1580,666
778,735,736,872,631,490,402,517,261
779,1137,1401,1245,1258,1157,1582,1549,1048
780,639,616,758,500,1434,1027,1520,703
781,1663,1379,1715,1059,1132,751,978,612
782,475,344,556,308,793,465,666,381
783,475,402,448,333,625,414,513,374
784,941,1046,991,802,1208,1016,1026,869
785,1042,1033,1086,839,1087,940,870,833
786,499,546,514,487,750,782,599,645
787,881,946,855,861,0,0,0,0
788,969,1071,955,936,1491,1625,1185,1448
789,503,539,505,456,1327,1143,1083,961
790,983,1191,1102,1047,1216,1145,1038,992
791,1092,1146,1109,999,705,796,581,775
792,893,1093,869,976,0,0,0,0
793,887,966,823,844,774,826,678,745
794,987,1063,991,948,1235,1264,1016,1114
795,1605,1729,1688,1353,661,547,534,467
796,1254,1242,1299,980,1925,1421,1640,1177
797,0,0,0,0,682,696,645,539
798,1030,1156,1002,961,1249,1278,1133,1155
799,271,201,286,154,288,161,275,107
800,366,594,383,562,394,620,428,601
801,1326,2004,1421,1813,1387,1978,1308,1638
802,1456,1721,1518,1568,1454,1690,1276,1546
803,1078,1082,1113,963,1248,1165,1039,1103
804,840,960,861,875,876,974,825,834
805,1292,1297,1157,997,1164,990,976,882
806,1458,1401,1557,1160,1687,1449,1381,1227
807,557,637,561,594,615,690,563,654
808,1543,1630,1591,1464,1456,1479,1403,1274
809,1030,1705,1102,1536,998,1502,932,1267
810,1012,1589,1150,1502,1403,2073,1296,1811
811,568,1122,589,1015,671,844,610,922
812,1356,1733,1477,1536,1406,1768,1342,1303
813,1483,2001,1623,1775,1524,1919,1514,1538
814,1267,1700,1509,1669,1743,1941,1607,1715
815,784,1307,906,1241,555,873,482,776
816,906,1292,1099,1373,1502,2369,1529,2144
817,1291,2132,1450,1946,1726,2637,1832,2291
818,1271,1505,1279,1291,1482,1761,1286,1450
819,1686,2050,1825,1861,1358,1613,1239,1591
820,1292,1595,1404,1426,1316,1566,1169,1220
821,1750,2039,1948,1733,1684,2001,1470,1420
822,1309,2048,1600,2051,1725,2050,1624,2339
823,813,818,834,680,684,583,561,509
824,1194,1093,1186,960,1160,989,944,922
825,1295,1309,1213,1103,1180,1150,1024,1132
826,879,873,848,803,1095,1083,1056,1191
827,768,634,617,531,745,636,554,540
828,1035,918,1067,783,1167,996,987,973
829,699,609,731,510,666,567,543,509
830,675,534,700,446,607,425,565,487
831,1590,1298,1575,1108,1259,882,1363,1007
832,793,600,806,510,903,632,767,633
833,1046,788,972,725,1394,1050,881,860
834,1277,1225,1361,1167,1458,1196,938,952
835,1026,927,1221,880,1287,992,1024,670
836,1462,1189,1465,1097,1198,924,1452,1173
837,947,1502,1050,1274,1085,1257,1312,952
838,774,30,832,12,925,8,636,15
839,499,20,480,8,500,14,405,9
840,764,17,801,1,695,5,538,12
841,619,25,687,7,782,16,529,20
842,613,44,754,12,800,4,588,18
843,592,21,760,15,1170,14,782,26
844,480,55,568,41,506,57,509,41
845,1247,99,1346,48,1434,56,1010,51
846,670,44,729,31,0,0,0,0
847,692,434,1017,400,554,319,673,235
848,536,508,640,428,846,630,866,355
849,538,178,659,179,798,333,942,288
850,589,258,620,175,379,77,301,74
851,559,170,638,113,826,100,666,79
853,589,267,728,227,799,376,845,192
854,788,1187,783,1040,204,285,188,321
855,1539,2610,1851,2609,1894,2968,1907,2637
856,771,448,1018,484,1086,828,1284,559
858,541,847,518,769,844,1288,586,1468
859,404,469,477,435,482,471,302,629
860,1003,1128,1188,982,1217,1175,961,1315
861,2022,2179,2323,1715,2009,1749,1569,2003
862,1431,1794,1663,1524,1573,1730,1166,1973
863,1602,1800,1792,1523,1312,1249,1001,1494
864,504,566,548,484,602,630,396,819
865,675,750,781,587,622,609,472,671
866,941,1035,1087,819,1012,984,728,1210
867,1053,1125,1112,941,865,1048,701,1177
868,349,458,397,349,570,697,359,815
869,649,957,686,666,537,779,319,933
870,547,923,618,687,597,922,376,1066
871,790,1050,883,806,595,671,378,916
872,289,312,358,246,284,271,154,379
873,1435,1444,1613,1048,1485,1195,959,1675
874,676,865,819,732,1013,1224,681,1537
875,1015,1279,1138,1058,851,1016,559,1232
876,1551,2368,2027,1991,1394,1959,938,2423
877,739,1116,807,887,675,1047,537,1187
878,434,406,452,349,401,414,303,478
879,814,797,943,711,829,788,624,886
880,766,648,859,571,1150,942,698,913
881,897,1034,1067,915,635,676,580,834
882,719,960,815,803,791,1068,588,1063
883,236,304,293,276,263,310,217,335
884,646,827,719,730,641,828,556,883
885,282,311,283,274,286,331,189,390
886,242,354,250,282,240,364,194,365
887,709,681,801,562,936,822,663,960
888,1524,2187,1775,1923,1706,2416,1445,2559
889,1770,1358,2145,1074,1189,727,1149,1110
890,1087,874,1141,712,1421,1039,929,1116
891,993,511,1227,376,1510,584,1414,483
892,411,387,487,244,719,443,594,443
893,653,490,786,357,851,507,686,515
894,1324,861,1591,614,1082,485,1025,464
895,453,576,540,440,1322,1074,1125,991
896,1363,1583,1657,1182,848,792,716,705
897,857,813,937,594,898,649,724,656
898,609,595,645,454,1034,935,758,748
899,475,473,554,385,1118,819,1792,1656
900,1245,1483,1590,1257,1159,1300,1032,1182
901,602,844,726,720,1521,1489,1418,1607
902,1337,1825,2115,1912,1917,2152,1197,1399
903,1739,1842,2092,1274,1317,954,1016,917
904,1662,1578,1848,1174,617,445,573,382
905,1137,1873,1382,1476,1484,1546,1428,1571
906,1606,1865,1873,1396,1805,1606,1515,1597
907,49,59,45,42,491,735,555,769
908,1012,1310,1333,1061,1401,1465,1165,1481
909,1152,1157,1977,1237,1445,1206,1205,1412
910,845,922,1015,716,1111,1073,607,867
911,1456,1601,1883,1266,1351,1269,1314,1834
912,1177,1578,1538,1298,1437,1675,1392,1980
913,1215,1163,1605,1065,1694,1318,1372,1580
914,1522,1240,1730,968,1590,1308,1080,1257
915,1256,1253,1575,1037,1378,1277,1071,1401
916,773,638,1060,532,458,434,342,502
